Pfam_ID	CDI_count	CDI_all	CTR_count	CTR_all	CDI_prop	CTR_prop	fold_change	p_fisher	p_chi2	p_adjusted_fisher	p_adjusted_chi2
pfam02518	13	4012	3	1769	0.0032402791625124	0.001695873374788	1.9106846128281825	0.4189713195476441	0.4482120005552498	1.0	1.0
pfam08238	13	4012	2	1769	0.0032402791625124	0.0011305822498586	2.8660269192422736	0.1721906123139696	0.2409767539933187	1.0	1.0
pfam06347	20	4012	12	1769	0.0049850448654037	0.006783493499152	0.7348786972416085	0.4419166058042658	0.5111889671503479	1.0	1.0
pfam13475	3	4012	0	1769	0.0007477567298105	0.0	inf	0.5577384621858994	0.600393309991738	1.0	1.0
pfam09683	9	4012	0	1769	0.0022432701894317	0.0	inf	0.0650532011205893	0.1027478812083488	1.0	1.0
pfam11007	11	4012	6	1769	0.002741774675972	0.003391746749576	0.8083665669657694	0.7924664244895123	0.8752077371234402	1.0	1.0
pfam05036	4	4012	1	1769	0.0009970089730807	0.0005652911249293	1.7637088733798605	1.0	0.9767546225839944	1.0	1.0
pfam14579	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam13103	3	4012	2	1769	0.0007477567298105	0.0011305822498586	0.6613908275174477	0.644999924732365	1.0	1.0	1.0
pfam07501	7	4012	6	1769	0.0017447657028913	0.003391746749576	0.514415088069126	0.235883593200862	0.3591292446834897	1.0	1.0
pfam17944	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam07660	6	4012	2	1769	0.0014955134596211	0.0011305822498586	1.3227816550348954	1.0	1.0	1.0	1.0
pfam13165	19	4012	4	1769	0.0047357926221335	0.0022611644997173	2.0944042871385844	0.2554264088049622	0.2498563712699225	1.0	1.0
pfam14195	31	4012	23	1769	0.0077268195413758	0.0130016958733747	0.5942932073345182	0.0736075867500198	0.0762341503733135	1.0	1.0
pfam13240	2	4012	1	1769	0.0004985044865403	0.0005652911249293	0.8818544366899302	1.0	1.0	1.0	1.0
pfam07943	16	4012	7	1769	0.003988035892323	0.0039570378745053	1.0078336419313487	1.0	1.0	1.0	1.0
pfam18884	9	4012	3	1769	0.0022432701894317	0.001695873374788	1.3227816550348954	1.0	0.914094810595723	1.0	1.0
pfam03413	24	4012	9	1769	0.0059820538384845	0.005087620124364	1.1758059155865737	0.8499816731316437	0.820757497193024	1.0	1.0
pfam00165	13	4012	3	1769	0.0032402791625124	0.001695873374788	1.9106846128281825	0.4189713195476441	0.4482120005552498	1.0	1.0
pfam02758	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam01335	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam13556	16	4012	5	1769	0.003988035892323	0.0028264556246466	1.4109670987038885	0.6378700905940865	0.6604347785091194	1.0	1.0
pfam11738	29	4012	18	1769	0.0072283150548354	0.010175240248728	0.7103827406668882	0.2668104346415595	0.3217202276318915	1.0	1.0
pfam13765	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam00746	66	4012	27	1769	0.0164506480558325	0.0152628603730921	1.0778220892876926	0.8208166629091693	0.8279173568741465	1.0	1.0
pfam00498	2	4012	0	1769	0.0004985044865403	0.0	inf	1.0	0.8635224768065944	1.0	1.0
pfam03736	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam11155	2	4012	0	1769	0.0004985044865403	0.0	inf	1.0	0.8635224768065944	1.0	1.0
pfam14410	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam06969	2	4012	2	1769	0.0004985044865403	0.0011305822498586	0.4409272183449651	0.5907537171721371	0.7645186328638613	1.0	1.0
pfam13910	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam13174	4	4012	6	1769	0.0009970089730807	0.003391746749576	0.2939514788966433	0.0775834978801018	0.0937789860258226	1.0	1.0
pfam08011	8	4012	1	1769	0.0019940179461615	0.0005652911249293	3.527417746759721	0.2914833766956984	0.3639943190160914	1.0	1.0
pfam07484	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam08481	5	4012	0	1769	0.0012462612163509	0.0	inf	0.331884368197978	0.3173062609741834	1.0	1.0
pfam02256	9	4012	3	1769	0.0022432701894317	0.001695873374788	1.3227816550348954	1.0	0.914094810595723	1.0	1.0
pfam03330	2	4012	0	1769	0.0004985044865403	0.0	inf	1.0	0.8635224768065944	1.0	1.0
pfam09000	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam14203	3	4012	5	1769	0.0007477567298105	0.0028264556246466	0.264556331006979	0.0626328116989381	0.1151668906457472	1.0	1.0
pfam00515	2	4012	4	1769	0.0004985044865403	0.0022611644997173	0.2204636091724825	0.0752319286021859	0.1402436218801621	1.0	1.0
pfam13176	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam16874	13	4012	3	1769	0.0032402791625124	0.001695873374788	1.9106846128281825	0.4189713195476441	0.4482120005552498	1.0	1.0
pfam12655	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam07862	13	4012	0	1769	0.0032402791625124	0.0	inf	0.0132473278733436	0.0361173068897125	1.0	1.0
pfam08984	9	4012	8	1769	0.0022432701894317	0.0045223289994347	0.4960431206380858	0.1848510832690217	0.2258187517704435	1.0	1.0
pfam18451	2	4012	1	1769	0.0004985044865403	0.0005652911249293	0.8818544366899302	1.0	1.0	1.0	1.0
pfam00188	7	4012	7	1769	0.0017447657028913	0.0039570378745053	0.4409272183449651	0.1448764262408526	0.1981917529243997	1.0	1.0
pfam08906	3	4012	0	1769	0.0007477567298105	0.0	inf	0.5577384621858994	0.600393309991738	1.0	1.0
pfam14200	2	4012	0	1769	0.0004985044865403	0.0	inf	1.0	0.8635224768065944	1.0	1.0
pfam01464	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam18789	3	4012	2	1769	0.0007477567298105	0.0011305822498586	0.6613908275174477	0.644999924732365	1.0	1.0	1.0
pfam07532	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam04604	9	4012	1	1769	0.0022432701894317	0.0005652911249293	3.9683449651046874	0.30052828047038	0.2839738278009747	1.0	1.0
pfam12639	2	4012	0	1769	0.0004985044865403	0.0	inf	1.0	0.8635224768065944	1.0	1.0
pfam07523	4	4012	1	1769	0.0009970089730807	0.0005652911249293	1.7637088733798605	1.0	0.9767546225839944	1.0	1.0
pfam18912	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam14055	33	4012	17	1769	0.0082253240279162	0.0096099491237987	0.8559175414931677	0.6441256092241497	0.7115122365487372	1.0	1.0
pfam09902	15	4012	0	1769	0.0037387836490528	0.0	inf	0.008383845781973	0.0217568757058563	1.0	1.0
pfam13287	6	4012	0	1769	0.0014955134596211	0.0	inf	0.1868284040825352	0.2363397501999684	1.0	1.0
pfam17802	3	4012	1	1769	0.0007477567298105	0.0005652911249293	1.3227816550348954	1.0	1.0	1.0	1.0
pfam01721	7	4012	0	1769	0.0017447657028913	0.0	inf	0.1087057591981297	0.1777977554523203	1.0	1.0
pfam12675	5	4012	1	1769	0.0012462612163509	0.0005652911249293	2.2046360917248258	0.674009626173903	0.765833925220133	1.0	1.0
pfam13534	20	4012	19	1769	0.0049850448654037	0.0107405313736574	0.4641339140473317	0.0218307436690882	0.0220655698154136	1.0	1.0
pfam11632	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam03047	16	4012	0	1769	0.003988035892323	0.0	inf	0.0047191653340217	0.016933343059469	1.0	1.0
pfam08129	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
pfam04233	2	4012	0	1769	0.0004985044865403	0.0	inf	1.0	0.8635224768065944	1.0	1.0
pfam07949	2	4012	2	1769	0.0004985044865403	0.0011305822498586	0.4409272183449651	0.5907537171721371	0.7645186328638613	1.0	1.0
pfam00023	2	4012	1	1769	0.0004985044865403	0.0005652911249293	0.8818544366899302	1.0	1.0	1.0	1.0
pfam13606	2	4012	1	1769	0.0004985044865403	0.0005652911249293	0.8818544366899302	1.0	1.0	1.0	1.0
pfam08291	1	4012	1	1769	0.0002492522432701	0.0005652911249293	0.4409272183449651	0.5184041026893373	1.0	1.0	1.0
pfam10734	1	4012	0	1769	0.0002492522432701	0.0	inf	1.0	1.0	1.0	1.0
